"/* Jun Da: Modern Chinese Character Frequency List */",,,,,
"/* 笪骏现代汉语单字频率列表 */",,,,,
"/* http://lingua.mtsu.edu */",,,,,
"/* 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。 */",,,,,
"/* 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html */",,,,,
"序列号","汉字","频率","累计频率(%)","拼音","英文翻译"
6505,"險",29,99.99,"xian3",
6506,"雙",29,99.99,"shuang1",
6507,"餘",29,99.99,"yu2",
6508,"邠",28,99.99,"bin1",
6509,"邽",28,99.99,"gui1",
6510,"溽",28,99.99,"ru4","damp/muggy"
6511,"棰",28,99.99,"chui2","flog/whip"
6512,"舭",28,99.99,"bi3",
6513,"艋",28,99.99,"meng3","small boat"
6514,"靜",28,99.99,"jing4",
6515,"聱",28,99.99,"ao2","difficult to pronounce"
6516,"尢",28,99.99,"wang1/you2","lame"
6517,"藚",28,99.99,"xu4",
6518,"佾",28,99.99,"yi4","row of dancers at sacrifices"
6519,"蕻",28,99.99,"hong4/hong2","budding/flourishing"
6520,"狁",28,99.99,"yun3","name of a tribe"
6521,"绁",28,99.99,"xie4","leash/rein"
6522,"牾",28,99.99,"wu3",
6523,"慝",28,99.99,"te4","evil thought"
6524,"蜱",28,99.99,"pi2","(insect)/egg of mantis"
6525,"鬘",28,99.99,"man2",
6526,"膚",28,99.99,"fu1",
6527,"虧",28,99.99,"kui1",
6528,"邊",28,99.99,"bian1",
6529,"髮",28,99.99,"fa4",
6530,"埚",27,99.99,"guo1","crucible"
6531,"堙",27,99.99,"yin1","bury/mound/to dam/close"
6532,"菥",27,99.99,"xi1",
6533,"萏",27,99.99,"dan4","lotus"
6534,"玟",27,99.99,"min2/wen2","jade-like stone, veins in jade"
6535,"椟",27,99.99,"du2","cabinet/case/casket"
6536,"铗",27,99.99,"jia2","pincers for use at a fire/sword"
6537,"颙",27,99.99,"yu2",
6538,"踬",27,99.99,"zhi4","stumble"
6539,"筚",27,99.99,"bi4","wicker"
6540,"矻",27,99.99,"ku1",
6541,"搠",27,99.99,"shuo4","daub/thrust"
6542,"圉",27,99.99,"yu3","stable, corral, enclosure/front"
6543,"浍",27,99.99,"kuai4/hui4","drain/stream"
6544,"閱",27,99.99,"yue4",
6545,"蛸",27,99.99,"shao1/xiao1","long-legged spider, Octopus octopodia/mantis egg nest"
6546,"礎",27,99.99,"chu3",
6547,"討",27,99.99,"tao3",
6548,"鎮",27,99.99,"zhen4",
6549,"鮊",27,99.99,"ba4",
6550,"芘",26,99.99,"pi2","Malva sylvestris"
6551,"萜",26,99.99,"tie1",
6552,"鄗",26,99.99,"hao4",
6553,"惝",26,99.99,"chang3/tang3","disappointed, disappointed"
6554,"毵",26,99.99,"san1","long-haired/shaggy"
6555,"鲽",26,99.99,"die2",
6556,"酞",26,99.99,"tai4","phthalein (chemical)"
6557,"絕",26,99.99,"jue2",
6558,"哚",26,99.99,"duo3",
6559,"溷",26,99.99,"hun4","disordered/privy"
6560,"缞",26,99.99,"shuai1",
6561,"踰",26,99.99,"yao2",
6562,"搦",26,99.99,"nuo4","take hold"
6563,"帻",26,99.99,"ze2","conical cap"
6564,"铦",26,99.99,"tian3",
6565,"鲴",26,99.99,"gu4",
6566,"髫",26,99.99,"tiao2","tufts of hair on children"
6567,"盡",26,99.99,"jin4",
6568,"蓋",26,99.99,"gai4",
6569,"製",26,99.99,"zhi4",
6570,"載",26,99.99,"zai3",
6571,"週",26,99.99,"zhou1",
6572,"陸",26,99.99,"lu4",
6573,"醡",26,99.99,"zha4",
6574,"儇",25,99.99,"xuan1","ingenious/frivolous"
6575,"狴",25,99.99,"bi4","(tapir)"
6576,"迮",25,99.99,"ze2","haste/to press"
6577,"鍬",25,99.99,"qiao1",
6578,"趱",25,99.99,"zan3","hasten/urge"
6579,"椠",25,99.99,"qian4","wooden tablet/edition"
6580,"赟",25,99.99,"yun1",
6581,"陔",25,99.99,"gai1","step/terrace"
6582,"坌",25,99.99,"ben4","bring together/dust"
6583,"悃",25,99.99,"kun3","sincere"
6584,"塍",25,99.99,"cheng2","raised path between fields"
6585,"疬",25,99.99,"li4",
6586,"麈",25,99.99,"zhu3","leader of herd/stag"
6587,"絜",25,99.99,"jie2",
6588,"脩",25,99.99,"you3",
6589,"赒",25,99.99,"zhou1",
6590,"埒",25,99.99,"lei4/lie4","enclosure, dike, embankment"
6591,"镡",25,99.99,"tan2","(surname)/knob on a sword-handle"
6592,"镨",25,99.99,"pu3","praseodymium"
6593,"骎",25,99.99,"qin1",
6594,"骙",25,99.99,"kui2",
6595,"薑",25,99.99,"jiang1",
6596,"鼩",25,99.99,"qu2",
6597,"雰",25,99.99,"fen1",
6598,"穩",25,99.99,"wen3",
6599,"藴",25,99.99,"wen1",
6600,"責",25,99.99,"ze2",
6601,"鮮",25,99.99,"xian1",
6602,"鳑",25,99.99,"pang2",
6603,"豨",24,99.99,"xi1",
6604,"琚",24,99.99,"ju1","ornamental gems for belt"
6605,"觫",24,99.99,"su4","tremble with fear"
6606,"鲦",24,99.99,"tiao2","Chub leuciehthys"
6607,"刳",24,99.99,"ku1","to cut open/rip up/scoop out"
6608,"拶",24,99.99,"zan3/za1","punish by squeezing fingers"
6609,"掊",24,99.99,"pou2/pou3","take up in both hands, break up/hit"
6610,"泐",24,99.99,"le4","write"
6611,"瘗",24,99.99,"yi4","bury/sacrifice"
6612,"雩",24,99.99,"yu2","summer sacrifice for rain"
6613,"麿",24,99.99,"mo3",
6614,"檗",24,99.99,"bo4","Phyllodendron amurense"
6615,"鼂",24,99.99,"zhao1",
6616,"詳",24,99.99,"xiang2",
6617,"際",24,99.99,"ji4",
6618,"褔",24,99.99,"fu4",
6619,"铟",24,99.99,"yin1","indium"
6620,"聽",24,99.99,"ting1",
6621,"觸",24,99.99,"chu4",
6622,"靈",24,99.99,"ling2",
6623,"鲏",24,99.99,"pi1",
6624,"蒗",24,99.99,"lang4","(herb)/place name"
6625,"魟",24,99.99,"gong1",
6626,"遹",23,99.99,"yu4",
6627,"攴",23,99.99,"po1",
6628,"蝥",23,99.99,"mao2/mou2","Spanish fly/grain-eating grub"
6629,"茆",23,99.99,"mao2",
6630,"蓁",23,99.99,"zhen1",
6631,"嚆",23,99.99,"hao1","sound/noise"
6632,"忮",23,99.99,"zhi4","aggressive"
6633,"篌",23,99.99,"hou2","(mus. instr.)"
6634,"菧",23,99.99,"di3",
6635,"卺",23,99.99,"jin3","nuptial wine cup"
6636,"郫",23,99.99,"pi2","place name"
6637,"篠",23,99.99,"xiao3",
6638,"複",23,99.99,"fu2",
6639,"該",23,99.99,"gai1",
6640,"貴",23,99.99,"gui4",
6641,"辯",23,99.99,"bian4",
6642,"飛",23,99.99,"fei1",
6643,"犰",22,99.99,"qiu2","armadillo"
6644,"狳",22,99.99,"yu2","armadillo"
6645,"陠",22,99.99,"bu1",
6646,"蹁",22,99.99,"pian2","to limp"
6647,"蓐",22,99.99,"ru4","mat/rushes"
6648,"稜",22,99.99,"leng2",
6649,"菃",22,99.99,"qu2",
6650,"埝",22,99.99,"nian4",
6651,"蕞",22,99.99,"zui4","assemble/small"
6652,"喈",22,99.99,"jie1","harmonious (of music)"
6653,"戋",22,99.99,"jian1","narrow/small"
6654,"赙",22,99.99,"fu4","contribute to funeral expenses"
6655,"磉",22,99.99,"sang3","stone plinth"
6656,"郤",22,99.99,"qie4",
6657,"聍",22,99.99,"ning2",
6658,"铷",22,99.99,"ru2","rubidium"
6659,"硏",22,99.99,"yan2",
6660,"腘",22,99.99,"guo2",
6661,"興",22,99.99,"xing4",
6662,"雞",22,99.99,"ji1",
6663,"鬱",22,99.99,"yu4",
6664,"鳴",22,99.99,"ming2",
6665,"麥",22,99.99,"mai4",
6666,"鮟",22,99.99,"an1",
6667,"鳈",22,99.99,"quan2",
6668,"秾",21,99.99,"nong2",
6669,"邗",21,99.99,"han2","name of an ancient river"
6670,"釐",21,99.99,"li2",
6671,"矧",21,99.99,"shen3","(interrog.)"
6672,"舁",21,99.99,"yu2","to lift/raise"
6673,"貅",21,99.99,"xiu1","(leopard)"
6674,"瞇",21,99.99,"mi1",
6675,"骢",21,99.99,"cong1","buckskin horse"
6676,"阼",21,99.99,"zuo4","steps leading to the eastern door"
6677,"垸",21,99.99,"yuan4",
6678,"墁",21,99.99,"man4","to plaster"
6679,"攮",21,99.99,"nang3","to fend off/to stab"
6680,"柝",21,99.99,"tuo4","watchman's rattle"
6681,"梃",21,99.99,"ting3","a club (weapon)"
6682,"眚",21,99.99,"sheng3","cataract of the eye/error"
6683,"箜",21,99.99,"kong1","ancient string music instrument"
6684,"簏",21,99.99,"lu4","box/basket"
6685,"綮",21,99.99,"qi3","embroidered banner"
6686,"鲩",21,99.99,"huan4",
6687,"諡",21,99.99,"shi4",
6688,"茇",21,99.99,"ba2","betel"
6689,"摅",21,99.99,"shu1","set forth/to spread"
6690,"顐",21,99.99,"wen4",
6691,"蜾",21,99.99,"guo3","Eumenes pomiformis"
6692,"龂",21,99.99,"yan3",
6693,"",21,99.99,,
6694,"臍",21,99.99,"qi2",
6695,"膩",21,99.99,"ni4",
6696,"諸",21,99.99,"zhu1",
6697,"讉",21,99.99,"yi2",
6698,"鎯",20,99.99,"lang2",
6699,"脒",20,99.99,"mi3",
6700,"箬",20,99.99,"ruo4","(bamboo)/skin of bamboo"
6701,"鲻",20,99.99,"zi1","Mugil cephalus/grey mullet"
6702,"埸",20,99.99,"yi4","border"
6703,"颃",20,99.99,"hang2","fly down"
6704,"蒹",20,99.99,"jian1","reed"
6705,"瞍",20,99.99,"sou3","blind"
6706,"铫",20,99.99,"diao4/yao2","pan with a long handle, (surname)/weeding tool"
6707,"蒐",20,99.99,"sou1",
6708,"蹻",20,99.99,"jiao3",
6709,"幞",20,99.99,"fu2",
6710,"阯",20,99.99,"zhi3",
6711,"觏",20,99.99,"gou4","complete/meet unexpectedly/see"
6712,"媵",20,99.99,"ying4","maid escorting bride to new home"
6713,"钬",20,99.99,"huo3","holmium"
6714,"襦",20,99.99,"ru2","jacket/short coat"
6715,"簋",20,99.99,"gui3","round basket of bamboo"
6716,"翮",20,99.99,"he2","quill"
6717,"蹯",20,99.99,"fan2","paws of animal"
6718,"艖",20,99.99,"cha1",
6719,"貓",20,99.99,"mao1",
6720,"鐮",20,99.99,"lian2",
6721,"負",20,99.99,"fu4",
6722,"順",20,99.99,"shun4",
6723,"鲿",20,99.99,"chang2",
6724,"緊",19,99.99,"jin3",
6725,"蹠",19,99.99,"zhi2",
6726,"攉",19,99.99,"huo1",
6727,"禊",19,99.99,"xi4","purification ceremony"
6728,"箐",19,99.99,"qing4",
6729,"镟",19,99.99,"xuan4","lathe/thread in screw"
6730,"癍",19,99.99,"ban1",
6731,"霪",19,99.99,"yin2","heavy rain"
6732,"袪",19,99.99,"qu1",
6733,"劓",19,99.99,"yi4","cut off the nose"
6734,"殂",19,99.99,"cu2","die"
6735,"脞",19,99.99,"cuo3","chopped meat/trifles"
6736,"霨",19,99.99,"wei4",
6737,"饾",19,99.99,"dou4",
6738,"耵",19,99.99,"ding1",
6739,"泺",19,99.99,"luo4","name of a river"
6740,"埤",19,99.99,"pi2","low wall"
6741,"碁",19,99.99,"qi2",
6742,"鲐",19,99.99,"tai2","globefish"
6743,"鷟",19,99.99,"zhuo2",
6744,"膬",19,99.99,"cui4",
6745,"茲",19,99.99,"zi1",
6746,"粯",19,99.99,"xian4",
6747,"糞",19,99.99,"fen4",
6748,"聲",19,99.99,"sheng1",
6749,"貼",19,99.99,"tie1",
6750,"陴",18,99.99,"pi2","parapet"
6751,"橼",18,99.99,"yuan2","Citrus medica"
6752,"驩",18,99.99,"huan1",
6753,"唣",18,99.99,"zao4",
6754,"蜩",18,99.99,"tiao2","cicada"
6755,"埯",18,99.99,"an3",
6756,"蓥",18,99.99,"ying2",
6757,"袝",18,99.99,"fu4",
6758,"谞",18,99.99,"xu1",
6759,"馘",18,99.99,"guo2","cut off the left ear of the slain"
6760,"谫",18,99.99,"jian3","shallow/stupid"
6761,"輶",18,99.99,"you2",
6762,"廑",18,99.99,"jin3","careful/hut"
6763,"瘐",18,99.99,"yu3","maltreat (as prisoners)"
6764,"躐",18,99.99,"lie4","step across"
6765,"黟",18,99.99,"yi1","black and shining ebony"
6766,"纔",18,99.99,"shan1",
6767,"礙",18,99.99,"ai4",
6768,"膯",18,99.99,"teng1",
6769,"華",18,99.99,"hua2",
6770,"藭",18,99.99,"qiong",
6771,"禆",18,99.99,"bi4",
6772,"號",18,99.99,"hao4",
6773,"談",18,99.99,"tan2",
6774,"費",18,99.99,"fei4",
6775,"顏",18,99.99,"yan2",
6776,"飯",18,99.99,"fan4",
6777,"稓",18,99.99,"zuo2",
6778,"縠",17,99.99,"hu2",
6779,"揠",17,99.99,"ya4","eradicate/pull up"
6780,"绐",17,99.99,"dai4",
6781,"鸰",17,99.99,"ling2",
6782,"搛",17,99.99,"jian1",
6783,"黹",17,99.99,"zhi3","embroidery"
6784,"恧",17,99.99,"nu:4/nv4","ashamed"
6785,"粎",17,99.99,"mi3",
6786,"柒",17,99.99,"qi1","seven (fraud-proof)"
6787,"裒",17,99.99,"pou2","collect"
6788,"栳",17,99.99,"lao3","basket"
6789,"钸",17,99.99,"bu1",
6790,"饸",17,99.99,"he2",
6791,"譞",17,99.99,"xuan1",
6792,"販",17,99.99,"fan4",
6793,"铕",17,99.99,"you3","europium"
6794,"絷",17,99.99,"zhi2","connect/tie up"
6795,"蒨",17,99.99,"qian4",
6796,"蓣",17,99.99,"yu4","dioscoreaceae"
6797,"迻",17,99.99,"yi2",
6798,"釆",17,99.99,"bian3",
6799,"鲕",17,99.99,"er2","caviar/fish roe"
6800,"頗",17,99.99,"po1",
6801,"鍏",17,99.99,"wei2",
6802,"鷉",17,99.99,"si1",
6803,"郄",16,99.99,"qie4",
6804,"埘",16,99.99,"shi2","hen roost"
6805,"薤",16,99.99,"xie4","Allium bakeri/shallot/scallion"
6806,"鲞",16,99.99,"xiang3","wine-preserved pomfret"
6807,"鼯",16,99.99,"wu2","Petaurista leucogenys"
6808,"坭",16,99.99,"ni2","mud"
6809,"蔌",16,99.99,"su4","(surname)/vegetables"
6810,"缳",16,99.99,"huan2","bind/tie/noose"
6811,"靦",16,99.99,"mian3",
6812,"筸",16,99.99,"gan1",
6813,"蘋",16,99.99,"pin2",
6814,"夼",16,99.99,"kuang3",
6815,"椐",16,99.99,"ju1","Zelkowa acuminata"
6816,"轹",16,99.99,"li4","to bully/wheel-rut"
6817,"脬",16,99.99,"pao1","bladder"
6818,"眍",16,99.99,"kou1",
6819,"饹",16,99.99,"le",
6820,"瘥",16,99.99,"chai4/cuo2","recover from disease, disease"
6821,"瘵",16,99.99,"zhai4","foci of tubercular infection"
6822,"蝦",16,99.99,"xia1",
6823,"誌",16,99.99,"zhi4",
6824,"邴",16,99.99,"bing3","(surname)/ancient city name/happy"
6825,"鉁",16,99.99,"zhen1",
6826,"鞮",16,99.99,"di1",
6827,"舄",16,99.99,"xi4","shoe/slipper"
6828,"麄",16,99.99,"cu1",
6829,"翛",16,99.99,"xiao1",
6830,"覩",16,99.99,"du3",
6831,"纩",16,99.99,"kuang4","fine floss-silk or cotton"
6832,"蓮",16,99.99,"lian2",
6833,"唛",16,99.99,"ma4/mai4","mark"
6834,"袓",16,99.99,"jie1",
6835,"祂",16,99.99,"ta1",
6836,"轎",16,99.99,"jiao4",
6837,"紀",16,99.99,"ji4",
6838,"纖",16,99.99,"xian1",
6839,"輔",16,99.99,"fu3",
6840,"鉀",16,99.99,"jia3",
6841,"領",16,99.99,"ling3",
6842,"螵",16,99.99,"piao1","nest of eggs of mantis"
6843,"鸊",16,99.99,"bi4",
6844,"鮡",16,99.99,"zhao4",
6845,"禛",15,99.99,"zhen1",
6846,"袆",15,99.99,"yi1",
6847,"謴",15,99.99,"gun4",
6848,"邾",15,99.99,"zhu1","(surname)/name of a feudal state"
6849,"鮣",15,99.99,"yin",
6850,"酲",15,99.99,"cheng2","alcoholic"
6851,"龁",15,99.99,"he2",
6852,"汔",15,99.99,"qi4","near"
6853,"眄",15,99.99,"mian3","ogle"
6854,"眊",15,99.99,"mei4",
6855,"鬲",15,99.99,"ge2","(surname)/earthen pot/iron caldron"
6856,"阨",15,99.99,"e4",
6857,"靸",15,99.99,"sa3",
6858,"臉",15,99.99,"lian3",
6859,"贇",15,99.99,"yun1",
6860,"酺",15,99.99,"pu2",
6861,"狃",15,99.99,"niu3","accustomed to"
6862,"轺",15,99.99,"yao2","light carriage"
6863,"霅",15,99.99,"zha2",
6864,"鬂",15,99.99,"bin4",
6865,"鼷",15,99.99,"xi1","mouse"
6866,"蠃",15,99.99,"luo3","solitary wasp"
6867,"埴",15,99.99,"zhi2","soil with large clay content"
6868,"鴥",15,99.99,"yu4",
6869,"隊",15,99.99,"dui4",
6870,"髆",15,99.99,"bo2",
6871,"綱",15,99.99,"gang1",
6872,"膮",15,99.99,"xiao1",
6873,"謹",15,99.99,"jin3",
6874,"铪",15,99.99,"ha1","hafnium"
6875,"鹼",15,99.99,"jian3",
6876,"簳",15,99.99,"gan3",
6877,"終",15,99.99,"zhong1",
6878,"綜",15,99.99,"zong1",
6879,"裝",15,99.99,"zhuang1",
6880,"訉",15,99.99,"fan4",
6881,"銀",15,99.99,"yin2",
6882,"鲉",15,99.99,"you2",
6883,"蕿",14,99.99,"xuan1",
6884,"袊",14,99.99,"ling2",
6885,"汆",14,99.99,"cuan1",
6886,"硃",14,99.99,"zhu1",
6887,"仝",14,99.99,"tong2","together/same"
6888,"趽",14,99.99,"pang2",
6889,"堍",14,99.99,"tu4","side of bridge"
6890,"揸",14,99.99,"zha1",
6891,"忭",14,99.99,"bian4","delighted/pleased"
6892,"銧",14,99.99,"guang1",
6893,"妤",14,99.99,"yu2","handsome/fair"
6894,"頫",14,99.99,"tiao4",
6895,"緡",14,99.99,"min3",
6896,"讟",14,99.99,"du2",
6897,"龠",14,99.99,"yue4","(ancient measure)/flute"
6898,"垤",14,99.99,"die2","anthill/mound"
6899,"擐",14,99.99,"huan4","pass through/to get into (armor)"
6900,"噍",14,99.99,"jiao4",
6901,"洫",14,99.99,"xu4",
6902,"滏",14,99.99,"fu3","name of a river in Hebei"
6903,"璁",14,99.99,"cong1","(gem)"
6904,"癃",14,99.99,"long2","infirmity/retention of urine"
6905,"邡",14,99.99,"fang1","name of a district in Sichuan"
6906,"絁",14,99.99,"shi1",
6907,"鍩",14,99.99,"tian3",
6908,"趨",14,99.99,"qu1",
6909,"蒽",14,99.99,"en1",
6910,"絲",14,99.99,"si1",
6911,"膫",14,99.99,"liao2",
6912,"臅",14,99.99,"chu4",
6913,"茖",14,99.99,"luo4",
6914,"蘇",14,99.99,"su1",
6915,"詞",14,99.99,"ci2",
6916,"詾",14,99.99,"xiong1",
6917,"贆",14,99.99,"biao1",
6918,"蹨",14,99.99,"nian3",
6919,"農",14,99.99,"nong2",
6920,"錄",14,99.99,"lu4",
6921,"鐘",14,99.99,"zhong1",
6922,"鰜",14,99.99,"jian1",
6923,"鹽",14,99.99,"yan2",
6924,"赕",14,99.99,"dan3",
6925,"鯔",14,99.99,"zi1",
6926,"鯮",14,99.99,"zong1",
6927,"蔯",13,99.99,"chen2",
6928,"貙",13,99.99,"chu1",
6929,"餬",13,99.99,"hu2",
6930,"躜",13,99.99,"zuan1",
6931,"鳀",13,99.99,"ti2",
6932,"鹡",13,99.99,"ji2",
6933,"",13,99.99,,
6934,"蠋",13,99.99,"zhu2",
6935,"钲",13,99.99,"zheng1","gong used to halt troops"
6936,"蜁",13,99.99,"xuan2",
6937,"兕",13,99.99,"si4","rhinoceros indicus"
6938,"阽",13,99.99,"dian4/yan2","dangerous, dangerous"
6939,"鎰",13,99.99,"yi4",
6940,"绋",13,99.99,"fu2","heavy rope/rope of a bier"
6941,"铓",13,99.99,"mang2",
6942,"爝",13,99.99,"jue2","torch"
6943,"磾",13,99.99,"di1",
6944,"葷",13,99.99,"hun1",
6945,"螘",13,99.99,"yi3",
6946,"仂",13,99.99,"le4","surplus/tithe"
6947,"雲",13,99.99,"yun2",
6948,"顗",13,99.99,"yi3",
6949,"蟫",13,99.99,"yin2",
6950,"蕺",13,99.99,"ji2","Houttuynia cordata"
6951,"骃",13,99.99,"yin1",
6952,"蔀",13,99.99,"bu4",
6953,"诪",13,99.99,"zhou1",
6954,"猹",13,99.99,"cha2",
6955,"鋬",13,99.99,"pan4",
6956,"盤",13,99.99,"pan2",
6957,"齾",13,99.99,"e4",
6958,"埕",13,99.99,"cheng2","earthen jar"
6959,"聞",13,99.99,"wen2",
6960,"舉",13,99.99,"ju3",
6961,"虡",13,99.99,"ju4",
6962,"評",13,99.99,"ping2",
6963,"鍋",13,99.99,"guo1",
6964,"陣",13,99.99,"zhen4",
6965,"紬",13,99.99,"chou1",
6966,"訢",13,99.99,"xi1",
6967,"蔎",13,99.99,"she4",
6968,"繸",12,99.99,"sui4",
6969,"绖",12,99.99,"die2",
6970,"埭",12,99.99,"dai4","dam"
6971,"駮",12,99.99,"bo2",
6972,"鰡",12,99.99,"liu2",
6973,"鵳",12,100,"jian1",
6974,"柁",12,100,"tuo2","main beam of roof"
6975,"筴",12,100,"jia1",
6976,"珧",12,100,"yao2","mother-of-pearl"
6977,"贳",12,100,"shi4","borrow/buy on credit/rent out"
6978,"贶",12,100,"kuang4","bestow/confer"
6979,"腩",12,100,"nan3",
6980,"臌",12,100,"gu3","dropsical/swollen"
6981,"礓",12,100,"jiang1",
6982,"袛",12,100,"di1",
6983,"貐",12,100,"yu3",
6984,"蹐",12,100,"ji2",
6985,"圬",12,100,"wu1","to plaster/whitewash"
6986,"堠",12,100,"hou4","mounds for beacons"
6987,"屦",12,100,"ju4","sandals"
6988,"驵",12,100,"zang3","powerful horse"
6989,"鑑",12,100,"jian4",
6990,"桄",12,100,"guang1/guang4","Arenga saccharifera, rung of ladder"
6991,"霑",12,100,"zhan1",
6992,"憝",12,100,"dui4","dislike/hate"
6993,"瘳",12,100,"chou1","convalesce/recover/heal"
6994,"騃",12,100,"ai2",
6995,"茌",12,100,"chi2","name of a district in Shandong"
6996,"辀",12,100,"zhou1",
6997,"胠",12,100,"qu1",
6998,"埏",12,100,"shan1/yan2","to mix water with clay, boundary"
6999,"腠",12,100,"cou4","the tissue between the skin and the flesh"
7000,"靰",12,100,"wu4",
7001,"鞡",12,100,"la",
7002,"缻",12,100,"fou3",
7003,"輳",12,100,"cou4",
7004,"闆",12,100,"pan3",
7005,"铼",12,100,"lai2","rhenium"
7006,"紤",12,100,"jiu3",
7007,"翹",12,100,"qiao4",
7008,"聯",12,100,"lian2",
7009,"詢",12,100,"xun2",
7010,"課",12,100,"ke4",
7011,"豐",12,100,"feng1",
7012,"賴",12,100,"lai4",
7013,"輸",12,100,"shu1",
7014,"遲",12,100,"chi2",
7015,"鐣",12,100,"zhang3",
7016,"齡",12,100,"ling2",
7017,"莤",12,100,"you2",
7018,"鱯",12,100,"hu4",
7019,"缽",11,100,"bo1",
7020,"邲",11,100,"bi4",
7021,"唼",11,100,"sha4",
7022,"鐻",11,100,"ju4",
7023,"閟",11,100,"bi4",
7024,"駚",11,100,"yang3",
7025,"篥",11,100,"li4","bamboos good for poles/horn"
7026,"茈",11,100,"ci2/zi3","water chestnut, Lithospermum officinale"
7027,"肏",11,100,"cao4",
7028,"萩",11,100,"jiao1",
7029,"跐",11,100,"ci1",
7030,"蹅",11,100,"zha1",
7031,"瞢",11,100,"meng2",
7032,"罽",11,100,"ji4",
7033,"聭",11,100,"kui4",
7034,"辻",11,100,"shi2",
7035,"铚",11,100,"zhi4",
7036,"箦",11,100,"ze2",
7037,"踣",11,100,"bo2","corpse/prostrate"
7038,"菑",11,100,"zi1",
7039,"蹟",11,100,"ji4",
7040,"捃",11,100,04-Jun,"gather/to sort"
7041,"瘕",11,100,"jia3","obstruction in the intestine"
7042,"睺",11,100,"hou2",
7043,"閒",11,100,"jian1",
7044,"鈦",11,100,"tai4",
7045,"顩",11,100,"yan3",
7046,"鳓",11,100,"le4","(shad)/spermary of fish"
7047,"闇",11,100,"an1",
7048,"鹹",11,100,"jian3",
7049,"",11,100,,
7050,"禍",11,100,"huo4",
7051,"窩",11,100,"wo1",
7052,"純",11,100,"chun2",
7053,"縱",11,100,"zong4",
7054,"聖",11,100,"sheng4",
7055,"聛",11,100,"bi3",
7056,"脮",11,100,"tui3",
7057,"衝",11,100,"chong1",
7058,"訊",11,100,"xun4",
7059,"馬",11,100,"ma3",
7060,"諹",11,100,"yang2",
7061,"誖",11,100,"bei4",
7062,"蕅",11,100,"ou3",
7063,"鰨",11,100,"ta3",
7064,"睒",10,100,"shan3",
7065,"笰",10,100,"fei4",
7066,"籥",10,100,"yao4",
7067,"翧",10,100,"xuan1",
7068,"镩",10,100,"cuan1",
7069,"耧",10,100,"lou2","drill for sowing grain"
7070,"蜞",10,100,"qi2","grapsus"
7071,"舡",10,100,"chuan2",
7072,"鰲",10,100,"ao2",
7073,"鹀",10,100,"wu2",
7074,"",10,100,,
7075,"罣",10,100,"gua4",
7076,"觍",10,100,"tian3",
7077,"絽",10,100,"lv3",
7078,"羶",10,100,"shan1",
7079,"臜",10,100,"za1",
7080,"薙",10,100,"ti4",
7081,"觔",10,100,"jin1",
7082,"躼",10,100,"uu",
7083,"岈",10,100,"ya2",
7084,"潲",10,100,"shao4","driving rain/to sprinkle"
7085,"枧",10,100,"jian3",
7086,"觌",10,100,"di2","face to face"
7087,"膦",10,100,"lin4","phosphine"
7088,"礞",10,100,"meng2","(mineral)"
7089,"蝤",10,100,"qiu2/you2","larva/grub"
7090,"螗",10,100,"tang2","(cicada)"
7091,"酹",10,100,"lei4","pour out libation/sprinkle"
7092,"醅",10,100,"pei1","unstrained spirits"
7093,"絅",10,100,"jiong1",
7094,"纁",10,100,"xun1",
7095,"葰",10,100,04-Jun,
7096,"郇",10,100,"xun2","name of a feudal state"
7097,"躄",10,100,"bi4",
7098,"茼",10,100,"tong2","Chrysanthemum coronarium"
7099,"洧",10,100,"wei3","name of a river"
7100,"滠",10,100,"she4","name of a river"
7101,"澉",10,100,"gan3","place name/wash"
7102,"鎭",10,100,"zhen1",
7103,"铏",10,100,"xing2",
7104,"閤",10,100,"ge1",
7105,"赆",10,100,"jin4","farewell presents"
7106,"赇",10,100,"qiu2","to bribe"
7107,"顣",10,100,"cu4",
7108,"骕",10,100,"su4",
7109,"飑",10,100,"biao1","whirlwind"
7110,"訄",10,100,"kao1",
7111,"輓",10,100,"wan3",
7112,"鉤",10,100,"gou1",
7113,"鋹",10,100,"chang3",
7114,"钘",10,100,"jian1",
7115,"陁",10,100,"tuo2",
7116,"耱",10,100,"mo4",
7117,"繫",10,100,"ji4",
7118,"鋵",10,100,"tu1",
7119,"鱵",10,100,"zhen1",
7120,"黨",10,100,"dang3",
7121,"禿",10,100,"tu1",
7122,"貧",10,100,"pin2",
7123,"買",10,100,"mai3",
7124,"賈",10,100,"jia3",
7125,"榀",10,100,"pin3",
7126,"緣",10,100,"yuan2",
7127,"膶",10,100,"yen",
7128,"茐",10,100,"cong1",
7129,"螝",10,100,"gui1",
7130,"訙",10,100,"xun4",
7131,"誘",10,100,"you4",
7132,"賦",10,100,"fu4",
7133,"贅",10,100,"zhui4",
7134,"鄬",10,100,"wei2",
7135,"釤",10,100,"shan1",
7136,"鍵",10,100,"jian4",
7137,"閮",10,100,"ting2",
7138,"隻",10,100,"zhi1",
7139,"飽",10,100,"bao3",
7140,"齒",10,100,"chi3",
7141,"鯆",10,100,"bu1",
7142,"逿",10,100,"dang4",
7143,"鮀",10,100,"tuo2",
7144,"鯝",10,100,"gu4",
